"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010965","GO:0010965","regulation of mitotic sister chromatid separation","33/778","62/18986",0.532258064516129,12.9890123559167,19.5450488271975,1.12156749071664e-29,8.63649248904678e-28,7.39119226930703e-28,"83540/991/1063/55143/348654/57405/699/51143/4085/9319/54908/891/7272/26271/8899/3619/11130/9735/9700/221150/7517/9787/701/55055/57082/5347/9212/332/83903/220134/10403/11065/147841",33
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","48/778","152/18986",0.315789473684211,7.70639967528075,17.1594719813612,1.13364085712106e-29,8.63649248904678e-28,7.39119226930703e-28,"63967/83540/51514/4998/991/1063/55143/348654/580/57405/699/51143/2177/11073/4085/84142/9319/54908/891/7272/8899/9656/3619/11130/983/144455/9735/1017/221150/7517/701/641/55055/90381/57082/55159/5347/9212/332/146956/83903/672/990/220134/10403/147841/51512/29980",48
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation","32/778","58/18986",0.551724137931034,13.4640546050882,19.6510134542743,1.72999731594844e-29,1.29161599608711e-27,1.10537723240074e-27,"83540/991/3192/1063/55143/348654/57405/699/51143/4085/9319/54908/891/7272/26271/8899/3619/11130/983/9735/221150/7517/701/55055/57082/5347/9212/332/83903/220134/10403/147841",32
"GO:0045787","GO:0045787","positive regulation of cell cycle","72/778","365/18986",0.197260273972603,4.81386061907948,15.2080568169208,2.09266999768744e-29,1.5317523728171e-27,1.31088822352557e-27,"51514/8317/29899/991/163786/6491/84722/5087/3192/55143/9928/348654/6241/699/23397/51143/1894/993/10051/4085/64151/10733/4869/995/891/26271/54892/10926/2146/27085/9134/23137/2237/6240/23310/113130/3619/79733/983/9585/144455/9700/9918/11331/10635/1663/29127/11113/55835/221150/7517/9787/9493/57082/9212/80174/10615/332/5889/79915/6909/990/220134/10403/81610/11065/6790/994/23636/6929/29781/5902",72
"GO:0045786","GO:0045786","negative regulation of cell cycle","77/778","419/18986",0.183770883054893,4.48467093275089,14.9094592510371,2.97938564444101e-29,2.13885511744198e-27,1.83045251637216e-27,"63967/83540/25896/51514/4751/4998/991/1063/55143/348654/580/57405/699/51143/2177/11073/4085/84142/8467/4869/9319/54908/891/7272/26271/51053/8899/23376/9656/988/2146/6839/27085/7465/10432/3014/3619/79733/11130/983/1763/144455/9735/9700/1017/8914/221150/7517/5888/79968/701/641/55055/90381/57082/55159/5347/899/81620/29117/9212/332/146956/83990/91607/83903/672/990/220134/10403/5933/1869/84444/147841/51512/8318/29980",77
"GO:0051225","GO:0051225","spindle assembly","45/778","134/18986",0.335820895522388,8.19523846065303,17.2775775980966,3.41891718000906e-29,2.40807883641016e-27,2.06085673114747e-27,"4751/29899/991/259266/163786/6491/1104/3192/55143/10274/56992/79598/4292/84142/79441/26271/203068/3833/8243/24137/3619/3832/9126/29127/440145/55835/221150/9133/9493/9055/5347/9212/10615/3837/332/220134/10403/115106/55125/4605/22974/6790/93323/23354/29128",45
"GO:0033046","GO:0033046","negative regulation of sister chromatid segregation","30/778","51/18986",0.588235294117647,14.3550582186602,19.7406839636857,6.98068427430108e-29,4.57173585894139e-27,3.91253495337096e-27,"83540/991/1063/55143/348654/57405/699/51143/4085/9319/54908/891/7272/26271/8899/3619/11130/9735/221150/7517/701/55055/57082/5347/9212/332/83903/220134/10403/147841",30
"GO:0033048","GO:0033048","negative regulation of mitotic sister chromatid segregation","30/778","51/18986",0.588235294117647,14.3550582186602,19.7406839636857,6.98068427430108e-29,4.57173585894139e-27,3.91253495337096e-27,"83540/991/1063/55143/348654/57405/699/51143/4085/9319/54908/891/7272/26271/8899/3619/11130/9735/221150/7517/701/55055/57082/5347/9212/332/83903/220134/10403/147841",30
"GO:0045841","GO:0045841","negative regulation of mitotic metaphase/anaphase transition","30/778","51/18986",0.588235294117647,14.3550582186602,19.7406839636857,6.98068427430108e-29,4.57173585894139e-27,3.91253495337096e-27,"83540/991/1063/55143/348654/57405/699/51143/4085/9319/54908/891/7272/26271/8899/3619/11130/9735/221150/7517/701/55055/57082/5347/9212/332/83903/220134/10403/147841",30
"GO:2000816","GO:2000816","negative regulation of mitotic sister chromatid separation","30/778","51/18986",0.588235294117647,14.3550582186602,19.7406839636857,6.98068427430108e-29,4.57173585894139e-27,3.91253495337096e-27,"83540/991/1063/55143/348654/57405/699/51143/4085/9319/54908/891/7272/26271/8899/3619/11130/9735/221150/7517/701/55055/57082/5347/9212/332/83903/220134/10403/147841",30
"GO:1902100","GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","30/778","53/18986",0.566037735849057,13.8133579085221,19.3087940999531,3.51723746161729e-28,2.22539787190124e-26,1.90451662729857e-26,"83540/991/1063/55143/348654/57405/699/51143/4085/9319/54908/891/7272/26271/8899/3619/11130/9735/221150/7517/701/55055/57082/5347/9212/332/83903/220134/10403/147841",30
"GO:1905819","GO:1905819","negative regulation of chromosome separation","30/778","53/18986",0.566037735849057,13.8133579085221,19.3087940999531,3.51723746161729e-28,2.22539787190124e-26,1.90451662729857e-26,"83540/991/1063/55143/348654/57405/699/51143/4085/9319/54908/891/7272/26271/8899/3619/11130/9735/221150/7517/701/55055/57082/5347/9212/332/83903/220134/10403/147841",30
"GO:0007094","GO:0007094","mitotic spindle assembly checkpoint signaling","29/778","49/18986",0.591836734693878,14.442946330203,19.476050503853,4.53783733604927e-28,2.73221722185031e-26,2.3382574388641e-26,"83540/991/1063/55143/348654/57405/699/51143/4085/9319/54908/891/7272/8899/3619/11130/9735/221150/7517/701/55055/57082/5347/9212/332/83903/220134/10403/147841",29
"GO:0071173","GO:0071173","spindle assembly checkpoint signaling","29/778","49/18986",0.591836734693878,14.442946330203,19.476050503853,4.53783733604927e-28,2.73221722185031e-26,2.3382574388641e-26,"83540/991/1063/55143/348654/57405/699/51143/4085/9319/54908/891/7272/8899/3619/11130/9735/221150/7517/701/55055/57082/5347/9212/332/83903/220134/10403/147841",29
"GO:0071174","GO:0071174","mitotic spindle checkpoint signaling","29/778","49/18986",0.591836734693878,14.442946330203,19.476050503853,4.53783733604927e-28,2.73221722185031e-26,2.3382574388641e-26,"83540/991/1063/55143/348654/57405/699/51143/4085/9319/54908/891/7272/8899/3619/11130/9735/221150/7517/701/55055/57082/5347/9212/332/83903/220134/10403/147841",29
"GO:0008608","GO:0008608","attachment of spindle microtubules to kinetochore","30/778","54/18986",0.555555555555556,13.5575549842902,19.1015098747512,7.6115221733101e-28,4.43965816765103e-26,3.79950161118358e-26,"83540/4751/25936/11004/3192/55143/57405/151648/1894/84142/1062/891/3619/983/9735/29127/221150/55055/90417/57082/81620/9212/10615/332/79003/220134/10403/81929/79980/147841",30
"GO:0051985","GO:0051985","negative regulation of chromosome segregation","30/778","54/18986",0.555555555555556,13.5575549842902,19.1015098747512,7.6115221733101e-28,4.43965816765103e-26,3.79950161118358e-26,"83540/991/1063/55143/348654/57405/699/51143/4085/9319/54908/891/7272/26271/8899/3619/11130/9735/221150/7517/701/55055/57082/5347/9212/332/83903/220134/10403/147841",30
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division","31/778","59/18986",0.525423728813559,12.8222299681931,18.7995950586033,1.01387254349307e-27,5.82274800747636e-26,4.98316302753274e-26,"83540/991/1063/55143/348654/57405/699/51143/4085/9319/54908/891/7272/26271/8899/27085/3619/11130/9735/221150/7517/701/55055/57082/5347/9212/332/83903/220134/10403/147841",31
"GO:0031577","GO:0031577","spindle checkpoint signaling","29/778","50/18986",0.58,14.154087403599,19.2515446018836,1.03916711354718e-27,5.87759217404792e-26,5.03009918598995e-26,"83540/991/1063/55143/348654/57405/699/51143/4085/9319/54908/891/7272/8899/3619/11130/9735/221150/7517/701/55055/57082/5347/9212/332/83903/220134/10403/147841",29
"GO:0032508","GO:0032508","DNA duplex unwinding","34/778","77/18986",0.441558441558442,10.7756151303709,17.7672066415614,5.08018301629878e-27,2.83049599997662e-25,2.42236535026973e-25,"1660/4175/7520/8607/5984/10721/4171/55345/4172/3159/5982/4176/25788/9401/84296/4173/1763/1663/5985/5983/57697/5888/641/64785/63922/51659/83990/7153/9837/84515/10856/2547/8318/4174",34
"GO:0051783","GO:0051783","regulation of nuclear division","45/778","151/18986",0.298013245033113,7.27259572004971,15.9962040579853,1.10369261491228e-26,6.05894784039343e-25,5.18530508708787e-25,"83540/4751/991/1104/1063/55143/348654/57405/699/51143/4085/995/9319/54908/891/7272/26271/8899/27085/157313/3619/11130/4288/9585/9735/9700/10635/79866/221150/10419/7517/9787/701/55055/57082/5347/9212/332/83903/220134/10403/11065/6790/147841/23636",45
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","51/778","205/18986",0.248780487804878,6.07113925637971,15.0899252257502,5.25721743186992e-26,2.84423082219861e-24,2.4341197415294e-24,"63967/83540/51514/4998/991/1063/55143/348654/580/57405/699/51143/11073/4085/84142/9319/54908/891/7272/26271/8899/2146/7465/3619/11130/983/144455/9735/1017/221150/7517/701/641/55055/90381/57082/55159/5347/29117/9212/332/91607/83903/672/990/220134/10403/5933/147841/51512/29980",51
"GO:0051784","GO:0051784","negative regulation of nuclear division","31/778","67/18986",0.462686567164179,11.2912174346775,17.4429141689803,1.60039302020664e-25,8.53466734918772e-24,7.3040493478604e-24,"83540/991/1063/55143/348654/57405/699/51143/4085/9319/54908/891/7272/26271/8899/27085/3619/11130/9735/221150/7517/701/55055/57082/5347/9212/332/83903/220134/10403/147841",31
"GO:0032200","GO:0032200","telomere organization","49/778","193/18986",0.253886010362694,6.19573238142174,14.9965495948955,1.8509555638052e-25,9.73185509814761e-24,8.32861398984252e-24,"4751/142/5394/9156/64858/3192/10575/10574/8520/7520/8607/86/54433/3184/167227/6950/4216/908/2146/3181/1736/9134/9401/23137/2237/5499/54780/1763/10576/3178/1017/10445/328/7517/3183/3320/5888/641/65057/6117/9212/3021/5889/55135/5111/7515/84444/10856/2547",49
"GO:0000723","GO:0000723","telomere maintenance","45/778","162/18986",0.277777777777778,6.7787774921451,15.268680223684,2.96663128430337e-25,1.53811591448673e-23,1.31633420290361e-23,"4751/142/5394/9156/64858/3192/10575/10574/7520/8607/86/54433/3184/167227/6950/4216/908/3181/1736/9134/9401/23137/2237/5499/54780/1763/10576/3178/1017/10445/328/7517/3183/3320/5888/641/65057/6117/9212/5889/55135/5111/7515/10856/2547",45
"GO:0051321","GO:0051321","meiotic cell cycle","59/778","295/18986",0.2,4.88071979434447,13.8858030764035,1.41895125403638e-24,7.19695075306727e-23,6.15921878425964e-23,"83540/4751/991/259266/9156/55706/8438/151246/2956/23397/151648/993/2177/7155/10051/4292/1909/9232/995/9319/7272/26271/7516/63979/8243/25788/9134/80010/1164/3014/23310/81930/3619/11130/9126/9700/9918/1017/10635/221150/57697/5888/9133/57082/5347/2175/6117/29893/7283/146956/83990/996/5889/7153/220134/10403/6790/994/29781",59
"GO:0045930","GO:0045930","negative regulation of mitotic cell cycle","55/778","256/18986",0.21484375,5.24296071658098,14.1281104586316,1.42666583371813e-24,7.19695075306727e-23,6.15921878425964e-23,"63967/83540/51514/4998/991/1063/55143/348654/580/57405/699/51143/2177/11073/4085/84142/9319/54908/891/7272/26271/8899/9656/2146/27085/7465/3619/11130/983/144455/9735/1017/221150/7517/701/641/55055/90381/57082/55159/5347/29117/9212/332/146956/91607/83903/672/990/220134/10403/5933/147841/51512/29980",55
"GO:0044786","GO:0044786","cell cycle DNA replication","25/778","45/18986",0.555555555555556,13.5575549842902,17.4330698452619,2.06140313885262e-23,1.02602905564491e-21,8.78085407216519e-22,"8317/4175/4171/26271/51053/4172/10926/5422/4173/2237/79733/1763/144455/5888/641/64785/81620/80174/7083/79915/5111/9837/3978/8318/29980",25
"GO:0090329","GO:0090329","regulation of DNA-templated DNA replication","26/778","50/18986",0.52,12.6898714652956,17.1086047248593,2.6858338975842e-23,1.31923920258971e-21,1.12901743478782e-21,"8317/4175/5984/4171/26271/51053/4172/5982/10926/4176/4173/25792/79733/144455/1017/8914/5985/5983/641/90381/81620/63922/80174/91607/5111/4174",26
"GO:1903046","GO:1903046","meiotic cell cycle process","49/778","222/18986",0.220720720720721,5.386379953218,13.5888905290475,1.48253409217141e-22,7.18740229360504e-21,6.15104712199622e-21,"83540/991/259266/55706/8438/2956/23397/151648/993/2177/7155/10051/4292/1909/9232/995/9319/7272/26271/63979/25788/9134/80010/1164/23310/81930/3619/11130/9700/9918/10635/221150/57697/5888/9133/57082/5347/2175/29893/7283/146956/83990/5889/7153/220134/10403/6790/994/29781",49
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","41/778","158/18986",0.259493670886076,6.3325794800039,13.9132235340954,6.94324364094862e-22,3.32296519380272e-20,2.84382516198098e-20,"63967/51514/8317/4998/10657/5087/1063/9928/580/993/11073/890/84142/4869/6502/995/891/26271/22976/5569/9833/7465/6240/983/1017/2305/9133/641/90381/5347/9212/80174/332/5889/79915/672/990/10403/6790/994/29980",41
"GO:2001252","GO:2001252","positive regulation of chromosome organization","35/778","116/18986",0.301724137931034,7.36315486215761,14.2095234911596,3.16639065973181e-21,1.49621978895935e-19,1.2804791009042e-19,"4751/699/10575/10574/23397/8607/86/10051/64151/3184/6950/4216/908/54892/3181/1736/23137/2237/23310/983/10576/9918/3178/1017/10445/1663/221150/3320/65057/9212/55135/220134/10155/10856/29781",35
"GO:0071897","GO:0071897","DNA biosynthetic process","42/778","175/18986",0.24,5.85686375321337,13.3423700044489,5.61384502424779e-21,2.61956043443962e-19,2.24184469060421e-19,"7398/51514/286826/5394/3192/1063/10575/10574/7520/5984/10721/890/201973/54433/3184/167227/6950/908/3082/5982/5425/5422/1736/54107/6240/10576/3178/5426/5985/5983/3183/3320/5427/9768/65057/63922/6117/7083/55135/5111/5424/3978",42
"GO:0042254","GO:0042254","ribosome biogenesis","56/778","317/18986",0.176656151419558,4.31104587513077,12.2884831455568,1.17038219851679e-20,5.3938725272385e-19,4.61612731968612e-19,"30836/128061/10969/26155/6125/5394/51154/80135/6201/79954/7520/83939/9045/166378/5393/54433/55646/23517/4869/83732/84946/55003/88745/84154/10813/81887/8241/6839/1736/84549/6129/6130/23404/51116/5036/11340/64745/84916/81691/55813/51096/25926/51081/26574/50628/9775/708/4927/6217/6209/83743/6203/2091/6193/23481/10600",56
"GO:0033260","GO:0033260","nuclear DNA replication","22/778","41/18986",0.536585365853659,13.0946140823876,16.025095110721,2.62414686576639e-20,1.19462685974463e-18,1.02237300867792e-18,"8317/4175/4171/51053/4172/10926/5422/4173/2237/1763/5888/641/64785/81620/80174/7083/79915/5111/9837/3978/8318/29980",22
"GO:0010639","GO:0010639","negative regulation of organelle organization","60/778","371/18986",0.161725067385445,3.94667368814917,11.8481749012132,4.56747429403918e-20,2.0542628361022e-18,1.75805763885972e-18,"83540/142/991/5394/3192/1063/55143/3925/348654/57405/699/51143/79598/4171/4085/8467/4869/167227/9319/54908/891/7272/26271/8899/3082/292/27085/347240/10432/3619/11130/9735/9700/3178/10198/10445/81624/26586/221150/7517/3183/701/55055/57082/5347/899/9738/65057/9212/3021/332/5216/83903/672/7153/220134/10403/22974/7515/147841",60
"GO:0007080","GO:0007080","mitotic metaphase chromosome alignment","26/778","63/18986",0.412698412698413,10.0713265597584,14.9076798800023,4.75764062741844e-20,2.11431815025631e-18,1.80945354689411e-18,"83540/11004/84722/3192/55143/9928/1062/54908/891/7272/3833/113130/81930/3619/983/221150/3835/81620/9212/3837/332/79003/220134/10403/81929/23636",26
"GO:0006270","GO:0006270","DNA replication initiation","21/778","38/18986",0.552631578947368,13.4861994317413,15.92591356833,8.36351305100067e-20,3.67305814345712e-18,3.14343803217177e-18,"4998/4999/4175/11073/4171/51053/4172/4176/5422/9134/4173/25792/55388/1017/90381/64785/81620/23594/990/8318/4174",21
"GO:0045005","GO:0045005","DNA-templated DNA replication maintenance of fidelity","25/778","59/18986",0.423728813559322,10.3405080388654,14.8531849951094,1.14203361400583e-19,4.95722265242298e-18,4.24243821114773e-18,"142/9156/64710/348654/580/10721/201973/25842/253714/4796/1763/8914/5426/1663/57697/5888/641/55159/146956/91607/672/5111/84515/5424/29980",25
"GO:0006282","GO:0006282","regulation of DNA repair","46/778","227/18986",0.202643171806167,4.94522269911555,12.3607148271188,1.20375299551217e-19,5.16506888764015e-18,4.4203149925946e-18,"7398/1660/79000/142/23028/580/6599/8607/165918/86/10721/7155/7468/84142/6502/7913/63979/55086/2187/3014/6877/7334/55010/10635/8914/10445/2305/1663/55578/3146/5888/23450/5347/29117/2521/55135/708/672/23347/5111/7515/3276/10155/10856/6597/6598",46
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","36/778","141/18986",0.25531914893617,6.23070612043975,12.8865238782587,4.07017654593993e-19,1.7265873915902e-17,1.47762988240762e-17,"63967/51514/8317/4998/10657/5087/1063/9928/580/993/11073/890/84142/6502/995/891/26271/5569/9833/7465/6240/983/1017/2305/641/90381/5347/9212/80174/332/5889/672/990/6790/994/29980",36
"GO:0034502","GO:0034502","protein localization to chromosome","34/778","126/18986",0.26984126984127,6.58509813522667,13.0019716184725,5.98632465562824e-19,2.51089325162474e-17,2.1488462838358e-17,"142/1058/7520/11073/54908/55166/7272/6950/9656/253714/908/2146/27336/27085/4796/157570/23137/3014/983/9735/7443/701/55055/57082/5347/10664/65057/6117/9212/83903/55135/84515/10856/54069",34
"GO:0007098","GO:0007098","centrosome cycle","36/778","143/18986",0.251748251748252,6.14356337749654,12.762068372044,6.7412727468863e-19,2.79613012934739e-17,2.39295471190642e-17,"4751/163786/6491/117178/348654/7840/151648/56992/79441/10733/9662/4869/7516/4957/10432/3832/983/1017/55835/7517/22995/9768/5347/899/9738/22994/672/10403/115106/55125/6790/284403/93323/23354/23636/5902",36
"GO:0090307","GO:0090307","mitotic spindle assembly","27/778","76/18986",0.355263157894737,8.66969963469084,13.8485200708131,9.42278513593453e-19,3.86541284752127e-17,3.30805701417713e-17,"4751/991/1104/3192/55143/10274/56992/79598/84142/3833/8243/24137/3619/3832/9126/29127/440145/9493/9055/5347/9212/3837/332/55125/4605/22974/29128",27
"GO:1902749","GO:1902749","regulation of cell cycle G2/M phase transition","33/778","120/18986",0.275,6.71098971722365,12.9725712016482,1.04569553678995e-18,4.24302330308355e-17,3.63121962718248e-17,"63967/51514/8317/4998/5087/1063/9928/580/993/11073/84142/4869/995/891/26271/22976/5569/7465/6240/983/1017/641/90381/5347/9212/80174/5889/79915/672/990/6790/994/29980",33
"GO:0140013","GO:0140013","meiotic nuclear division","42/778","200/18986",0.21,5.1247557840617,12.1216029939942,1.19659483478638e-18,4.80310593361027e-17,4.11054365996227e-17,"83540/991/259266/55706/8438/23397/151648/2177/7155/10051/4292/9232/9319/7272/26271/63979/25788/9134/80010/1164/81930/3619/11130/9700/10635/221150/57697/5888/9133/57082/5347/2175/29893/146956/83990/5889/7153/220134/10403/6790/994/29781",42
"GO:0031023","GO:0031023","microtubule organizing center organization","37/778","156/18986",0.237179487179487,5.78803308944697,12.412471351622,1.91122832151111e-18,7.59001630234146e-17,6.49560801319845e-17,"4751/163786/6491/117178/348654/7840/151648/56992/79441/10733/9662/4869/7516/4957/10432/3832/983/1017/55835/7517/22995/9768/5347/899/1874/9738/22994/672/10403/115106/55125/6790/284403/93323/23354/23636/5902",37
"GO:0006403","GO:0006403","RNA localization","42/778","204/18986",0.205882352941176,5.02427037653107,11.9452513964972,2.59576767759878e-18,1.02000007794487e-16,8.72925750860089e-17,"1660/4904/10657/5394/55706/3192/6432/10575/10574/8607/53371/167227/6950/29074/6428/908/3181/1736/4686/23511/23279/11052/57122/10576/3178/55110/9818/9688/6426/3837/79902/10189/9775/55135/4927/81929/2091/8570/23636/10856/10212/10762",42
"GO:1901989","GO:1901989","positive regulation of cell cycle phase transition","33/778","125/18986",0.264,6.4425501285347,12.6194103774289,4.10464917766497e-18,1.59610993543993e-16,1.36596603664618e-16,"51514/8317/991/163786/6491/5087/6241/993/4869/995/891/26271/2146/27085/9134/6240/113130/983/9700/11331/55835/221150/9787/80174/332/5889/79915/6909/990/220134/81610/11065/994",33
"GO:0051984","GO:0051984","positive regulation of chromosome segregation","18/778","30/18986",0.6,14.6421593830334,15.4573262466226,4.77146476983991e-18,1.83627608101159e-16,1.57150250422834e-16,"3192/55143/23397/10051/64151/891/54892/23137/23310/3619/983/9918/221150/9212/332/990/220134/29781",18
"GO:0071824","GO:0071824","protein-DNA complex organization","47/778","262/18986",0.179389312977099,4.37774485370592,11.3799969922873,8.4644177003794e-18,3.22425217097105e-16,2.75934561983367e-16,"4678/1063/55355/79172/1058/8520/6599/4171/3148/1062/8467/4869/64946/64105/387103/51053/25842/3159/2491/64425/54107/6418/10541/6749/3014/6877/23234/9735/3146/11198/9787/11177/5888/55839/81620/3021/5889/79003/7343/83743/10036/55723/6597/8318/6598/54069/8208",47
"GO:0065004","GO:0065004","protein-DNA complex assembly","45/778","242/18986",0.18595041322314,4.53785931292358,11.4493565660079,1.02044715423834e-17,3.84780729976943e-16,3.2929900192593e-16,"4678/1063/55355/79172/1058/8520/4171/3148/1062/8467/4869/64946/64105/387103/51053/25842/2491/64425/54107/6418/10541/6749/3014/6877/23234/9735/3146/11198/9787/11177/5888/55839/81620/3021/5889/79003/7343/83743/10036/55723/6597/8318/6598/54069/8208",45
"GO:0010389","GO:0010389","regulation of G2/M transition of mitotic cell cycle","30/778","107/18986",0.280373831775701,6.84213055281935,12.5267275059888,2.19339989419395e-17,8.18796180502601e-16,7.0073354514512e-16,"63967/51514/8317/4998/5087/1063/9928/580/993/11073/84142/995/891/26271/5569/7465/6240/983/1017/641/90381/5347/9212/80174/5889/672/990/6790/994/29980",30
"GO:0022616","GO:0022616","DNA strand elongation","19/778","37/18986",0.513513513513513,12.5315778503439,14.5131079736526,3.09402491974479e-17,1.14356386390171e-15,9.78672812029749e-16,"64858/64710/8607/86/5984/4172/5425/4176/5422/4173/54107/1763/10445/5426/5983/5111/9837/3978/10856",19
"GO:0006268","GO:0006268","DNA unwinding involved in DNA replication","15/778","21/18986",0.714285714285714,17.4311421226588,15.5727371353391,5.83445239869738e-17,2.13529517689581e-15,1.82740588545372e-15,"4175/4171/4172/3159/4176/9401/84296/4173/5888/641/64785/51659/9837/8318/4174",15
"GO:0006271","GO:0006271","DNA strand elongation involved in DNA replication","13/778","15/18986",0.866666666666667,21.1497857754927,16.1374506678698,8.11250681507566e-17,2.94019300394926e-15,2.51624508776235e-15,"5984/4172/5425/4176/5422/4173/54107/1763/5426/5983/5111/9837/3978",13
"GO:0031570","GO:0031570","DNA integrity checkpoint signaling","33/778","140/18986",0.235714285714286,5.75227690047741,11.6659507604163,1.6595070472529e-16,5.95667289172604e-15,5.09777721499247e-15,"63967/25896/51514/4998/580/2177/11073/84142/23376/9656/988/3014/983/1763/144455/1017/8914/5888/79968/641/90381/55159/5347/81620/146956/83990/672/990/1869/84444/51512/8318/29980",33
"GO:0043484","GO:0043484","regulation of RNA splicing","38/778","190/18986",0.2,4.88071979434447,11.1127193131732,3.00721183884503e-16,1.06913540899129e-14,9.14976233673651e-15,"494115/10657/5394/10772/3192/58155/6432/4691/7072/6434/51574/3187/6428/3181/27316/8241/10084/5935/55796/4686/3190/3189/3178/55578/55147/10419/22938/58517/23450/2521/6426/708/6427/10137/26528/5725/11338/3191",38
"GO:0051656","GO:0051656","establishment of organelle localization","63/778","488/18986",0.129098360655738,3.1504646213494,9.94818384206511,5.15653845960523e-16,1.81597717638739e-14,1.55413050892769e-14,"83540/4751/25936/11004/29899/84722/3192/1063/55143/9928/57405/1058/151648/1894/4292/4085/84142/10460/1062/4001/4869/54908/891/55166/7272/84946/3833/7430/8241/89958/113130/81930/3619/11130/983/9735/9700/29127/221150/23224/55055/90417/57082/5347/29109/3835/81620/9212/10615/3837/332/80179/79003/4927/220134/10403/81929/81610/79980/6209/84823/147841/23636",63
"GO:0016072","GO:0016072","rRNA metabolic process","45/778","268/18986",0.167910447761194,4.09761923032652,10.5567365646128,5.75727142263265e-16,2.00858824492408e-14,1.71896889008264e-14,"10969/9191/6125/5394/51154/80135/6201/4691/79954/9045/5393/54433/55646/23517/83732/55003/88745/112495/84154/10813/81887/6839/1736/84549/6129/64425/9328/6130/23404/5036/1663/11340/84916/81691/55813/51096/25926/50628/9775/6217/6209/2091/6597/23481/6598",45
"GO:0036297","GO:0036297","interstrand cross-link repair","19/778","42/18986",0.452380952380952,11.0397233443506,13.4640130858133,6.44526809593284e-16,2.22779498167753e-14,1.90656809660392e-14,"55732/64789/64858/64710/165918/2177/55247/2178/2187/2176/2189/10635/7517/57697/5888/55215/55159/2175/84515",19
"GO:1905820","GO:1905820","positive regulation of chromosome separation","17/778","32/18986",0.53125,12.9644119537275,14.0016715552897,6.93502689936555e-16,2.37508765278272e-14,2.03262256297194e-14,"991/55143/23397/10051/64151/54892/23310/3619/9700/9918/221150/9787/9212/332/220134/11065/29781",17
"GO:1901976","GO:1901976","regulation of cell cycle checkpoint","20/778","48/18986",0.416666666666667,10.1681662382177,13.1461934520278,7.94940934115939e-16,2.69774046095891e-14,2.3087518995616e-14,"55143/348654/580/51143/4085/891/8899/3619/11130/221150/7517/5888/79968/57082/55159/9212/332/672/220134/10403",20
"GO:1901992","GO:1901992","positive regulation of mitotic cell cycle phase transition","28/778","105/18986",0.266666666666667,6.5076263924593,11.6979726782025,1.07634733869913e-15,3.61982397780526e-14,3.09787972778744e-14,"51514/8317/991/163786/6491/5087/6241/993/995/891/26271/27085/9134/6240/113130/983/9700/11331/55835/221150/9787/80174/332/5889/990/220134/11065/994",28
"GO:0045740","GO:0045740","positive regulation of DNA replication","19/778","43/18986",0.441860465116279,10.7829855921564,13.2753273502045,1.11093070819665e-15,3.70277172651614e-14,3.16886719866243e-14,"1660/8317/11124/2736/993/8467/10926/25792/7465/79733/983/1763/144455/1017/11177/81620/80174/79915/5111",19
"GO:0061982","GO:0061982","meiosis I cell cycle process","32/778","140/18986",0.228571428571429,5.57796547925083,11.2380488305428,1.2378629196987e-15,4.08932945065066e-14,3.49968696905967e-14,"991/55706/8438/2956/993/2177/7155/4292/9232/995/9319/26271/25788/9134/80010/1164/11130/9700/10635/57697/5888/9133/57082/5347/29893/146956/83990/5889/7153/10403/6790/994",32
"GO:0090231","GO:0090231","regulation of spindle checkpoint","15/778","25/18986",0.6,14.6421593830334,14.1086831812979,3.01409909644845e-15,9.86985256758076e-14,8.44671353436846e-14,"55143/348654/51143/4085/891/8899/3619/11130/221150/7517/57082/9212/332/220134/10403",15
"GO:0031297","GO:0031297","replication fork processing","20/778","51/18986",0.392156862745098,9.57003881244014,12.6677416888021,3.27865832953303e-15,1.06428100383885e-13,9.1082178765517e-14,"142/9156/64710/348654/580/10721/201973/25842/253714/4796/1763/1663/57697/5888/641/55159/146956/672/5111/29980",20
"GO:0050684","GO:0050684","regulation of mRNA processing","31/778","136/18986",0.227941176470588,5.56258505973083,11.0379577613554,3.75873200618308e-15,1.20959884302426e-13,1.03518617411667e-13,"1660/494115/10657/5394/10772/3192/6432/580/4691/7072/6434/51574/6428/3181/27316/8241/5935/4686/3190/3178/55110/55147/10419/22938/58517/708/6427/26528/5725/11338/3191",31
"GO:0034508","GO:0034508","centromere complex assembly","16/778","30/18986",0.533333333333333,13.0152527849186,13.613950476426,4.61845284171936e-15,1.47356277419986e-13,1.26108901256125e-13,"4678/1063/55355/79172/1058/1062/64946/64105/387103/2491/9735/9787/55839/3021/79003/54069",16
