"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"R-HSA-1169410","Antiviral mechanism by IFN-stimulated genes",132,-0.670314587256511,-2.08254901750762,0.0181818181818182,0.0492149758454106,0.022883295194508,1790,"tags=42%, list=14%, signal=36%","8575/5515/9470/79023/7846/8021/6233/201254/8086/54920/8480/1977/7175/348995/9972/84617/7334/1965/1982/3312/55120/9775/23165/3837/129401/9688/81929/1660/4869/10762/9631/9818/6059/79902/84790/3609/53371/23279/23636/3608/55706/57697/57122/4927/23511/2176/10376/10381/10383/2178/2187/2189/3838/983/2175"
"R-HSA-69002","DNA Replication Pre-Initiation",114,-0.653781721489943,-2.05314627519562,0.0175438596491228,0.0492149758454106,0.022883295194508,959,"tags=29%, list=7%, signal=27%","4999/996/5702/3837/6117/23649/6119/54107/94239/3021/27338/4175/5426/1017/5422/23594/4172/84515/3014/8317/4173/4171/10926/4174/4176/4998/11065/51053/81620/990/55388/8318/5427"
"R-HSA-72766","Translation",282,-0.58260346467856,-2.00773608277385,0.0188679245283019,0.0492149758454106,0.022883295194508,3242,"tags=57%, list=25%, signal=44%","6224/6158/2197/6191/3035/6171/64949/28977/6206/23438/1978/63931/6223/740/6204/6205/10573/6228/6227/23521/51121/64976/6165/6169/8892/78988/6157/1933/219927/6746/6210/6182/2193/23395/6229/7458/54460/1938/55168/6147/26284/1967/1983/6218/80222/6161/54948/6235/51264/51253/51023/10480/51263/1968/6208/6132/54534/6159/6137/60488/4528/55173/29093/8669/327/6230/25873/6143/54998/51386/6135/1936/54938/23708/6124/6144/3646/6175/6730/6154/64960/8668/6233/8666/8664/6194/118487/6139/27335/55052/6207/6209/6122/7965/6188/122704/23107/11224/10352/6726/1977/51258/6222/64965/3735/5859/6128/6166/90480/6133/6731/8893/9349/57505/1965/6152/54148/64928/9045/6155/6129/92399/6136/6217/29074/7407/79731/51081/28973/6189/51642/56945/29088/3396/6202/6203/65005/6130/1915/6187/10056/9521/6125/51116/6134/79590/11222/3921/6141/65003/6193/57129/4736/65008/6201/8891/10240/55157/200916/116832"
"R-HSA-9010553","Regulation of expression of SLITs and ROBOs",158,-0.620922070198739,-2.00445005633437,0.02,0.0492149758454106,0.022883295194508,3242,"tags=60%, list=25%, signal=46%","6224/6158/2197/5692/6191/6171/10197/5701/5705/6206/6223/9861/6204/6205/6228/6227/23521/51121/6165/6169/6157/5711/5691/6210/6229/5688/6147/5694/6218/6161/5718/6235/5700/5710/9978/6208/6132/6159/6137/5689/5685/6230/25873/65109/6143/6135/23708/6124/6144/6175/6154/6233/6194/6139/22794/6207/5713/6209/6122/5695/6188/11224/5717/6222/6128/6166/6133/5684/5706/9349/6152/9045/6155/6129/4116/6136/6217/6189/6202/6203/6130/9775/5702/6187/6125/6134/3921/4686/6141/6193/4736/6201/55110/200916/116832"
"R-HSA-5633007","Regulation of TP53 Activity",149,-0.602864166375423,-1.95929202107413,0.0175438596491228,0.0492149758454106,0.022883295194508,1605,"tags=32%, list=12%, signal=29%","6233/5932/5810/4361/5928/64769/79813/54815/7486/8148/9219/204851/1616/7156/6882/7994/29117/83695/84126/117584/26155/10419/3066/6117/11198/6119/5931/11073/6877/5982/6749/51616/5985/1017/80010/5983/580/1763/672/83990/5984/983/6790/22974/641/890/9156/9212"
"R-HSA-72306","tRNA processing",104,-0.667467913188402,-1.93024732569921,0.015625,0.0492149758454106,0.022883295194508,2691,"tags=58%, list=20%, signal=46%","10248/51493/93587/9836/80324/79691/5901/24140/23536/10775/84705/127253/51367/60487/55746/1787/81605/55644/4928/54517/51637/54931/79023/29894/134637/8021/1653/8086/54920/8480/25821/7175/348995/348180/9972/1478/51002/10556/91801/23165/129401/9688/81929/283742/10762/55687/9631/9818/10785/79902/54482/54901/53371/23279/23636/55706/57122/4927/23511/10940"
"R-HSA-2408522","Selenoamino acid metabolism",112,-0.60392462131169,-1.92823657504235,0.0192307692307692,0.0492149758454106,0.022883295194508,3242,"tags=66%, list=25%, signal=50%","6224/6158/2197/6191/6171/6206/6223/6204/6205/6228/6227/23521/51121/6165/6169/6157/6210/51540/6229/6147/6218/2936/6161/6235/6208/6132/6159/6137/6230/25873/6143/6135/6124/6144/6175/6154/6233/6194/6139/6207/6209/6122/7965/6188/11224/6222/3735/5859/6128/6166/6133/9349/6152/9045/6155/6129/6136/6217/6189/6202/6203/6130/60678/6187/9521/6125/6134/3921/6141/6193/4736/6201/200916/116832"
"R-HSA-5696398","Nucleotide Excision Repair",106,-0.636748771500988,-1.91992996893577,0.0181818181818182,0.0492149758454106,0.022883295194508,2052,"tags=37%, list=16%, signal=31%","6118/9978/85015/4331/60/5981/91603/6233/57461/5431/3980/5433/27339/51138/7334/10980/5425/56949/10445/6613/8533/8607/6117/10038/6119/54107/10714/86/7515/142/5982/5111/5985/5426/3978/5983/5424/5984/5427"
"R-HSA-8856688","Golgi-to-ER retrograde transport",113,-0.61246685658742,-1.90132471412269,0.0161290322580645,0.0492149758454106,0.022883295194508,528,"tags=16%, list=4%, signal=15%","84790/10376/10381/10383/5050/3835/9493/29127/9585/81930/146909/3832/56992/10112/11004/1062/24137/3833"
"R-HSA-162587","HIV Life Cycle",136,-0.594040133343194,-1.90008602917989,0.0163934426229508,0.0492149758454106,0.022883295194508,2742,"tags=50%, list=21%, signal=40%","27183/2961/6878/27243/2963/51534/2966/5901/8732/93343/6872/6873/6880/2967/5432/2962/55746/25920/6908/4331/4928/79023/8021/5478/6233/5431/2957/79643/8148/7514/5433/8086/8480/7175/348995/9972/8815/6882/7936/7469/23165/129401/9688/81929/2547/4686/10762/7520/9631/9818/11198/11168/79902/53371/23279/23636/6877/55706/5902/57122/4927/1104/23511/6749/51616/2237/3159/3978"
"R-HSA-983712","Ion channel transport",109,0.598666810278818,1.87540084237335,0.0196078431372549,0.0492149758454106,0.022883295194508,2411,"tags=36%, list=18%, signal=29%","9635/7439/53373/535/8992/28962/1186/540/55129/10079/57205/5205/1831/529/523/51606/818/65125/537/57192/7220/9296/526/26133/374868/9550/7316/444/2040/57130/490/533/57198/27032/528/23327/6339/155066/65266"
"R-HSA-5617833","Cilium Assembly",182,-0.57563678023508,-1.874437970917,0.0178571428571429,0.0492149758454106,0.022883295194508,1752,"tags=32%, list=13%, signal=28%","9814/403/8636/7846/121441/84902/51668/7203/9702/54801/22897/54930/10694/55755/84617/5116/55142/55764/7531/5108/200894/8100/9793/22948/51134/3320/10575/7283/22994/7840/79598/4957/6950/203068/54820/84790/9738/10576/55125/23354/10376/9662/10381/115106/10383/79441/55835/84131/347240/132320/11064/89891/93323/22995/983/10733/5347/4751"
"R-HSA-3700989","Transcriptional Regulation by TP53",331,-0.525655221383411,-1.83073541820405,0.0175438596491228,0.0492149758454106,0.022883295194508,1605,"tags=25%, list=12%, signal=23%","6233/5932/5431/5810/4361/5928/64769/79813/835/54815/7486/10971/8148/5433/9219/204851/1616/7156/1027/1874/27166/6882/7994/3276/7531/7936/29883/29117/83695/7469/4292/84126/117584/27161/317/26155/10419/3066/4869/6117/7027/11198/9125/6119/25904/4436/5931/9656/11073/6877/57690/2176/1869/5982/6749/5111/55835/51616/5985/1017/80010/5983/144455/5933/580/1763/672/55215/83990/5984/983/6790/9134/22974/641/891/2177/332/995/890/79733/9156/9212"
"R-HSA-1799339","SRP-dependent cotranslational protein targeting to membrane",109,-0.56150083777374,-1.79728602230418,0.0178571428571429,0.0492149758454106,0.022883295194508,3242,"tags=65%, list=25%, signal=50%","6224/6158/2197/6191/6171/6206/6223/6204/6205/6228/6227/23521/51121/6165/6169/6157/6746/6210/6229/6147/6218/6161/6235/6208/6132/6159/6137/6230/25873/6143/6135/6124/6144/6175/6730/6154/6233/6194/6139/6207/6209/6122/6188/11224/6726/6222/6128/6166/6133/6731/9349/6152/9045/6155/6129/6136/6217/6189/6202/6203/6130/6187/6125/6134/3921/6141/6193/4736/6201/200916/116832"
"R-HSA-162909","Host Interactions of HIV factors",117,-0.56757574483625,-1.78128406351895,0.0163934426229508,0.0492149758454106,0.022883295194508,2066,"tags=40%, list=16%, signal=34%","5718/55746/5700/5710/9978/4928/5689/5685/79023/8021/5478/6233/5713/5695/7514/8086/8480/5717/7175/348995/9972/5684/5706/8815/5702/23165/3837/129401/9688/81929/4869/10762/9631/9818/11168/79902/292/53371/23279/23636/55706/5902/57122/4927/1104/23511/3159"
"R-HSA-8980692","RHOA GTPase cycle",134,-0.567395576297266,-1.77228392041684,0.0192307692307692,0.0492149758454106,0.022883295194508,1359,"tags=18%, list=10%, signal=16%","8086/4162/1729/9743/9138/65124/10276/143872/9748/10211/708/81624/1894/84986/11113/9414/3930/29127/29941/7112/9824/128239/54443/55789"
"R-HSA-162599","Late Phase of HIV Life Cycle",126,-0.556794163717674,-1.76101385385391,0.0158730158730159,0.0492149758454106,0.022883295194508,2742,"tags=48%, list=21%, signal=39%","27183/2961/6878/27243/2963/51534/2966/5901/8732/93343/6872/6873/6880/2967/5432/2962/55746/25920/6908/4331/4928/79023/8021/5478/6233/5431/2957/79643/8148/7514/5433/8086/8480/7175/348995/9972/6882/7936/7469/23165/129401/9688/81929/4686/10762/9631/9818/11198/79902/53371/23279/23636/6877/55706/5902/57122/4927/1104/23511/6749/51616"
"R-HSA-376176","Signaling by ROBO receptors",198,-0.52058003364246,-1.75557701342322,0.0208333333333333,0.0492149758454106,0.022883295194508,3242,"tags=53%, list=25%, signal=41%","6224/6158/2197/5692/6191/6171/10197/5701/5705/6206/6223/10298/9495/9861/6204/6205/6228/6227/23521/51121/51466/6165/6169/6157/23122/5711/5532/5691/6210/6229/5688/7408/5566/6147/5694/6218/5058/6161/5718/6235/5700/5710/9978/6208/6132/6159/6137/5689/5685/6230/25873/65109/6143/6135/23708/6124/6144/6175/6154/6233/6194/6139/22794/6207/5713/6209/6122/5695/6188/11224/5717/6222/6128/6166/6133/5684/5706/9349/6152/9045/6155/6129/4116/6136/6217/6189/6202/6203/6130/5576/9775/5702/6187/6125/6134/3921/4686/6141/6193/4736/6201/55110/5216/200916/116832"
"R-HSA-1474244","Extracellular matrix organization",209,0.48869705772096,1.70344873705174,0.0208333333333333,0.0492149758454106,0.022883295194508,2836,"tags=31%, list=21%, signal=25%","7448/7057/3383/2331/3909/10893/5054/5033/3672/23127/2202/1509/1295/7077/8974/23385/5351/30008/4324/5034/9672/102/84695/375790/977/10491/9644/5352/83700/7076/26577/5663/4015/4313/780/4054/682/6868/4921/8985/3676/59277/101/1508/1514/3687/58494/3914/4326/5654/961/1756/85007/3693/22801/5479/960/3689/1278/85301/5802/6678/9510/8751/3679"
"R-HSA-162906","HIV Infection",208,-0.518572767059186,-1.70293355819535,0.0169491525423729,0.0492149758454106,0.022883295194508,2742,"tags=42%, list=21%, signal=34%","27183/5711/2961/6878/27243/5691/2963/51534/2966/5901/8732/93343/5688/6872/5694/6873/6880/2967/5432/5718/2962/55746/5700/5710/9978/25920/6908/4331/4928/5689/5685/79023/8021/5478/6233/5431/5713/5695/2957/79643/8148/7514/5433/8086/8480/5717/7175/348995/9972/5684/5706/8815/6882/7936/7469/5702/23165/3837/129401/9688/81929/2547/4869/4686/10762/7520/9631/9818/11198/11168/79902/292/53371/23279/23636/6877/55706/5902/57122/4927/1104/23511/6749/51616/2237/3159/3978"
"R-HSA-6811442","Intra-Golgi and retrograde Golgi-to-ER traffic",177,-0.511812846993553,-1.66744136043156,0.0185185185185185,0.0492149758454106,0.022883295194508,382,"tags=10%, list=3%, signal=10%","84790/10376/10381/10383/5050/3835/9493/29127/9585/81930/146909/3832/56992/10112/11004/1062/24137/3833"
"R-HSA-1852241","Organelle biogenesis and maintenance",273,-0.488690945939153,-1.643803957182,0.0175438596491228,0.0492149758454106,0.022883295194508,2351,"tags=32%, list=18%, signal=27%","1385/80321/10632/5566/85302/55722/10498/4218/25813/2553/5469/10013/539/22832/54903/6742/3054/517/9814/403/8636/9611/7846/121441/84902/51668/11232/498/7203/9702/96764/54801/509/2551/515/22897/64216/54930/4899/51106/10694/55755/84617/5116/55142/55764/7531/5108/200894/8100/9793/22948/51134/3320/10575/7283/22994/7840/79598/4957/6950/203068/54820/84790/9738/10576/55125/3418/23354/10376/9662/10381/115106/10383/79441/55835/84131/347240/132320/11064/89891/93323/22995/983/10733/5347/4751"
"R-HSA-9730414","MITF-M-regulated melanocyte development",101,-0.517647681569666,-1.57805209260007,0.0204081632653061,0.0492149758454106,0.022883295194508,1467,"tags=25%, list=11%, signal=22%","7965/7514/3735/5859/596/1729/6603/6597/6602/27161/9521/4233/6599/6598/3397/86/57690/8193/6909/1017/6932/3978/891/5347/25924"
"R-HSA-913531","Interferon Signaling",208,-0.479915473254545,-1.57699766313666,0.0181818181818182,0.0492149758454106,0.022883295194508,1790,"tags=27%, list=14%, signal=24%","8575/5515/9470/79023/7846/8021/6233/201254/8086/54920/8480/1977/7175/348995/4092/9972/84617/7334/1965/1982/3312/55120/4904/9775/23165/3837/129401/9688/81929/1660/4869/10762/9631/9818/6059/79902/84790/3609/53371/23279/23636/3608/55706/57697/57122/4927/23511/2176/10376/10381/10383/2178/2187/2189/3838/983/2175"
"R-HSA-212165","Epigenetic regulation of gene expression",207,-0.475626956362348,-1.57314114655374,0.0166666666666667,0.0492149758454106,0.022883295194508,2023,"tags=31%, list=15%, signal=27%","8932/9274/23378/6908/1108/4331/60/3054/91661/23411/9031/112869/7270/5928/79813/9013/55596/30827/54815/54790/9070/9219/8467/6871/1810/6603/11335/22823/9014/7343/23517/80335/11091/6597/162655/6602/55422/3720/23512/90075/81931/10445/30834/3066/6613/6599/11168/6598/64425/10155/22976/5931/94239/86/23468/3021/8193/80312/7913/6839/3014/1786/26147/2146/29128"
"R-HSA-71291","Metabolism of amino acids and derivatives",279,-0.431477829948308,-1.47043935639059,0.0192307692307692,0.0492149758454106,0.022883295194508,3256,"tags=45%, list=25%, signal=34%","6520/6224/6158/2197/5692/6191/6171/10197/5701/5705/6206/6223/84245/2806/9861/587/6204/6205/3028/6228/6227/23521/51121/2639/6165/6169/6157/5711/5691/25828/2746/6210/51540/6229/5688/6147/5694/6218/1743/2936/23446/6161/5718/6235/5700/5710/6208/6132/56267/6159/6137/5689/5685/6230/25873/2752/6143/6135/6124/4329/6144/6175/51074/6154/6233/10157/6194/6139/6207/5713/6209/6122/5695/7965/138199/6188/11224/4507/5717/6222/3735/5859/6128/6166/6133/5684/5706/9349/6152/9045/58478/6155/51166/6129/6136/6217/6189/384/6202/5827/6203/162417/6130/5702/60678/6187/9521/6125/6134/3921/6141/6193/6611/10165/4736/6201/1468/10166/1728/23464/4953/262/6470/200916/116832"
"R-HSA-9012999","RHO GTPase cycle",392,-0.417752384834653,-1.46346987387641,0.02,0.0492149758454106,0.022883295194508,1955,"tags=19%, list=15%, signal=17%","57514/80005/60/3954/253959/3336/58504/22852/10963/5586/55240/3895/26084/23513/7171/224/79869/3326/2010/10144/55023/92799/8086/51138/4162/9590/1729/9743/10574/10726/10163/9138/65124/10276/200894/2631/64857/2245/143872/3320/8776/3183/9748/23580/10211/29843/908/7170/79598/79180/55704/9738/10576/708/6434/10376/81624/27316/1894/115703/84986/11113/9414/84904/3930/29127/29941/9928/7112/9824/128239/54443/55789/4001"
"R-HSA-948021","Transport to the Golgi and subsequent modification",155,0.443731992627109,1.42786258842789,0.0192307692307692,0.0492149758454106,0.022883295194508,1698,"tags=21%, list=13%, signal=19%","57731/6712/2517/2683/63908/128637/3998/54732/51226/8702/2157/140735/1639/4124/10960/11282/10466/4245/23423/4905/1522/25956/10652/81562/9554/11015/1780/10972/2804/11014/377/90411/8775"
"R-HSA-9705683","SARS-CoV-2-host interactions",169,-0.431786981891533,-1.4149939581438,0.0178571428571429,0.0492149758454106,0.022883295194508,2265,"tags=38%, list=17%, signal=32%","64601/6218/3661/7555/7297/10146/6235/55746/6208/30849/4928/207/6230/10454/79023/8021/6233/6194/6633/6207/3326/6209/6188/10971/8086/8480/7175/348995/6222/9972/7334/6217/7531/6189/8487/6202/6203/23165/50628/129401/6187/3320/9688/81929/6636/3921/6193/10762/6201/9631/9818/6637/6635/79902/6628/53371/23279/23636/6632/55706/57122/4927/23511/3838"
"R-HSA-453274","Mitotic G2-G2/M phases",185,-0.724460317366547,-2.29990286639833,0.0217391304347826,0.0496194824961948,0.023071377072819,1781,"tags=42%, list=13%, signal=37%","5515/728642/9814/8636/7846/121441/63943/6233/10844/5928/5713/3326/5695/7514/27229/9702/54801/9088/5717/22897/54930/5684/5706/55755/10426/84617/5116/55142/7531/5108/9793/5702/3320/7283/22994/7840/4957/203068/54820/84790/9738/440145/55125/23354/10376/9662/7465/1869/10381/115106/10383/79441/286826/55835/84131/11064/994/1017/93323/79866/993/22995/983/6790/2305/9133/3161/22974/10733/891/995/1063/5347/890/51512/4751/4605"
"R-HSA-69275","G2/M Transition",183,-0.722933701506849,-2.29131265802737,0.0217391304347826,0.0496194824961948,0.023071377072819,1781,"tags=42%, list=13%, signal=36%","5515/728642/9814/8636/7846/121441/63943/6233/10844/5928/5713/3326/5695/7514/27229/9702/54801/9088/5717/22897/54930/5684/5706/55755/10426/84617/5116/55142/7531/5108/9793/5702/3320/7283/22994/7840/4957/203068/54820/84790/9738/440145/55125/23354/10376/9662/7465/10381/115106/10383/79441/286826/55835/84131/11064/994/1017/93323/79866/993/22995/983/6790/2305/9133/3161/22974/10733/891/995/1063/5347/890/51512/4751/4605"
"R-HSA-6798695","Neutrophil degranulation",344,0.475001788844448,1.66548825149215,0.0222222222222222,0.0496194824961948,0.023071377072819,1483,"tags=23%, list=11%, signal=21%","2352/22875/272/2517/23114/2683/2512/8514/8804/5660/427/535/1509/9145/94103/140885/51646/84418/2896/410/7077/79930/3482/2760/2799/1471/10159/1535/23385/2548/5476/2720/54472/29952/4758/967/127829/10857/84514/102/3916/64114/9522/10970/374395/3074/23526/226/3920/25798/80331/9545/121260/5547/411/5223/2588/387921/8987/5836/23352/10043/9761/10577/567/3417/5236/2934/5768/1522/230/5211/5663/201294/10549/5870/1727/55313/10890/4126"
"R-HSA-446203","Asparagine N-linked glycosylation",261,0.423691864636603,1.49377527897839,0.0222222222222222,0.0496194824961948,0.023071377072819,2602,"tags=30%, list=20%, signal=25%","57731/6712/2517/2683/7844/63908/5476/2720/4758/11253/55741/128637/267/3998/54732/6400/51226/8702/2157/2673/55343/140735/1639/4124/2923/10960/91445/9761/11282/10466/4245/23423/4905/1522/25956/10652/81562/9554/10956/11015/4351/821/1780/10972/256281/2804/11014/377/90411/8775/7316/51014/10195/56052/6185/26503/7991/51272/79947/79139/7841/4249/64772/55907/8869/1650/91949/10945/84447/64689/6184/79644/378/199857/51005/6489/1798/27095/10299"
"R-HSA-9709957","Sensory Perception",104,0.481533213014415,1.53418539297036,0.0238095238095238,0.0524453024453024,0.0243852875431823,1313,"tags=15%, list=10%, signal=14%","9227/157506/2036/54884/4035/25861/9672/8861/375790/80331/9249/26020/6844/2934/2817/57016"
"R-HSA-5668914","Diseases of metabolism",186,0.57486908826001,1.95568809663445,0.0256410256410256,0.0542790542790543,0.0252379199747621,1413,"tags=25%, list=11%, signal=22%","56603/21/7057/2683/2331/54507/3425/2997/2799/3423/113612/7058/2548/5476/2720/5507/3073/4758/11253/4669/6448/11285/9672/339366/3074/2673/2132/2131/2729/375790/26229/411/2632/2588/9060/9215/3141/3417/5236/2817/4853/686/11041/6948/92579/4351"
"R-HSA-3781865","Diseases of glycosylation",114,0.550090888217365,1.75417164891843,0.0256410256410256,0.0542790542790543,0.0252379199747621,2007,"tags=28%, list=15%, signal=24%","7057/2683/2331/54507/7058/5476/2720/3073/4758/11253/11285/9672/339366/3074/2673/2132/2131/375790/26229/9060/9215/5236/2817/4853/11041/4351/11093/56913/10195/56052/79947/7841"
"R-HSA-112316","Neuronal System",219,0.464057130015329,1.57578070809755,0.025,0.0542790542790543,0.0252379199747621,1207,"tags=15%, list=9%, signal=13%","3786/4747/785/2571/5563/57622/8497/2035/1740/8514/50944/2036/18/56666/57555/112/1312/6812/217/6714/80331/9463/10313/818/6844/22941/22839/6506/115/79414/51422/4905"
"R-HSA-382551","Transport of small molecules",474,0.509778218089321,1.90167405369088,0.0277777777777778,0.0573136427566807,0.0266489007328448,2142,"tags=26%, list=16%, signal=23%","5243/51458/51129/3162/9635/30061/21/7439/5002/2512/51706/53373/535/64116/8714/8992/84102/79901/81031/64788/25800/28962/1186/540/19/5125/1317/1497/23382/10350/6567/55129/113235/57185/10079/215/57205/112/5034/84679/66035/6400/254428/5205/376497/1831/55343/9123/529/523/291/121260/7037/23460/51606/818/65125/10057/27248/7436/91445/4363/537/4864/10577/6506/6513/115/7779/3988/6548/861/6560/57192/206358/7220/124935/10956/91289/9296/51228/6583/526/682/56606/8894/26133/374868/23315/126969/9550/6576/20/9843/55974/6584/7316/444/358/2040/8766/57130/490/55315/10367/2778/154091/23457/113/26503/533/7991/111/79139/55356/57198/949/5824/3069/27032/115286/64078/528/107/23327"
"R-HSA-76002","Platelet activation, signaling and aggregation",178,0.467385268844986,1.56355443341206,0.0277777777777778,0.0573136427566807,0.0266489007328448,2355,"tags=26%, list=18%, signal=22%","2621/1191/7057/1608/5054/710/5660/51706/1893/4067/3708/967/2534/6714/2157/226/221955/813/3920/26090/51368/334/5552/66005/7076/5768/308/11343/6654/928/7422/5595/5770/5581/10447/2768/6464/2151/160851/3709/6647/2885/10184/23052/3959/10630/6813"
"R-HSA-425407","SLC-mediated transmembrane transport",143,0.570354255660549,1.87862919123688,0.0294117647058824,0.0599264705882353,0.0278637770897833,2446,"tags=34%, list=19%, signal=28%","51458/30061/5002/64116/84102/81031/25800/1317/1497/23382/6567/84679/66035/254428/376497/55343/9123/291/121260/6506/6513/7779/6548/861/6560/206358/124935/6583/682/56606/23315/126969/6576/9843/55974/6584/55315/154091/26503/55356/115286/64078/51296/284129/10479/23516/57153/7355"
"R-HSA-9609646","HCMV Infection",100,-0.447050759555389,-1.41346990421274,0.0327868852459016,0.0659785468528638,0.0306777873645863,1712,"tags=41%, list=13%, signal=36%","9611/79023/7846/8021/4790/5928/79643/8086/8480/7175/348995/9972/1616/84617/84313/10951/23512/23165/51143/129401/9688/81929/3190/10762/9631/9818/79902/10155/5931/84790/53371/23279/23636/55706/57122/4927/23511/10376/10381/10383/2146"
"R-HSA-2559583","Cellular Senescence",143,-0.451843006870352,-1.44998089877473,0.0344827586206897,0.0685449957947855,0.0318710991102652,1605,"tags=24%, list=12%, signal=22%","6233/4361/4790/5928/5925/8091/79813/22955/1032/6015/25913/1027/1912/23512/996/1911/7027/25842/65057/5931/3397/94239/57690/3021/1869/27338/1017/3014/3159/2146/11065/9134/890/1031/4001"
"R-HSA-8878166","Transcriptional regulation by RUNX2",107,-0.478363920575992,-1.45552303802755,0.037037037037037,0.0720601237842617,0.0335055144492531,3199,"tags=38%, list=24%, signal=29%","5692/10197/5701/5705/9861/5594/9464/8454/5711/5691/25925/8493/5688/5694/5718/10013/5700/5710/9978/3958/207/5689/5685/9759/860/6233/5925/5713/5695/5717/3280/5684/5706/5702/2736/865/6502/10432/7525/983/891"
"R-HSA-9013149","RAC1 GTPase cycle",158,-0.444378107520095,-1.4307728420713,0.0384615384615385,0.0720601237842617,0.0335055144492531,2202,"tags=18%, list=17%, signal=15%","7444/83478/5058/7456/26030/57514/80005/58504/5586/3895/2010/10144/4162/9743/10163/64857/143872/23580/81624/1894/115703/11113/84904/3930/29127/7112/128239/55789"
"R-HSA-1632852","Macroautophagy",121,0.428252940629983,1.34019252127936,0.0384615384615385,0.0720601237842617,0.0335055144492531,2166,"tags=31%, list=16%, signal=26%","58528/2034/285973/5563/8878/10133/81631/5830/123/84557/26100/10325/6714/84749/5289/140735/8897/8408/51422/11345/55062/65018/51652/7405/128866/1780/3297/7316/56270/5565/9140/23710/25978/9776/7335/54543/153129/4077"
"R-HSA-3247509","Chromatin modifying enzymes",213,-0.388647921635977,-1.29114213481103,0.0384615384615385,0.0720601237842617,0.0335055144492531,2647,"tags=38%, list=20%, signal=31%","10474/2648/57634/8850/9757/51111/26009/55869/387893/26610/2122/6605/8726/84787/10498/53615/6880/79084/3717/1108/54496/9643/55257/60/3054/55167/84864/10902/84289/9611/55929/112869/56943/8295/4790/5928/64769/79813/54815/9070/9219/5253/54859/23186/8464/6871/11143/8089/23587/1810/6603/7994/117143/3276/6944/11091/6597/27097/6602/23512/55193/55578/10445/6187/10419/55170/23028/3066/8607/6599/10856/8520/6598/5931/79723/94239/86/84444/6839/7468/3014/2146"
"R-HSA-4839726","Chromatin organization",213,-0.388647921635977,-1.29114213481103,0.0384615384615385,0.0720601237842617,0.0335055144492531,2647,"tags=38%, list=20%, signal=31%","10474/2648/57634/8850/9757/51111/26009/55869/387893/26610/2122/6605/8726/84787/10498/53615/6880/79084/3717/1108/54496/9643/55257/60/3054/55167/84864/10902/84289/9611/55929/112869/56943/8295/4790/5928/64769/79813/54815/9070/9219/5253/54859/23186/8464/6871/11143/8089/23587/1810/6603/7994/117143/3276/6944/11091/6597/27097/6602/23512/55193/55578/10445/6187/10419/55170/23028/3066/8607/6599/10856/8520/6598/5931/79723/94239/86/84444/6839/7468/3014/2146"
"R-HSA-9013148","CDC42 GTPase cycle",134,-0.4472598300347,-1.44428602119536,0.0392156862745098,0.0726381461675579,0.0337742752603434,2199,"tags=18%, list=17%, signal=15%","83478/5058/7456/26030/57514/58504/55240/3895/26084/23513/92799/9743/64857/2245/143872/23580/81624/1894/115703/3930/29127/7112/128239/55789"
"R-HSA-1500931","Cell-Cell communication",104,0.495626923474458,1.49170652710074,0.0408163265306122,0.0739229024943311,0.0343716433941998,1275,"tags=14%, list=10%, signal=13%","23705/51129/1008/9076/3909/140885/5817/2318/2534/6714/977/9839/9863/5819/55742"
"R-HSA-211859","Biological oxidations",109,0.44316880942893,1.39926497949073,0.0408163265306122,0.0739229024943311,0.0343716433941998,2216,"tags=26%, list=17%, signal=22%","56603/1571/50512/113612/2946/8459/1312/9915/217/2729/2052/314/9060/55902/373156/4259/1727/134147/4837/5740/285440/4258/9446/54928/8824/10499/2686/5447"
"R-HSA-112315","Transmission across Chemical Synapses",153,0.420100687226061,1.36415427495242,0.0487804878048781,0.0873760385955508,0.0406268955691292,2452,"tags=26%, list=19%, signal=22%","4747/785/2571/5563/8497/1740/2036/18/112/1312/6812/217/6714/80331/9463/818/6844/6506/115/51422/4905/27020/1739/5595/4646/2744/10645/5565/2743/113/111/80852/10497/107/4193/23229/28964/160/5170/5575"
"R-HSA-71387","Metabolism of carbohydrates",223,0.385965371096042,1.33981636125848,0.0566037735849057,0.100287120590648,0.0466301109623937,1486,"tags=26%, list=11%, signal=23%","2683/2331/5210/79586/5208/3425/2997/2799/3423/2026/2548/2720/23324/5507/3073/56548/54480/55501/4669/6448/11285/9672/3074/83440/5230/8702/29940/226/2132/2131/375790/26229/411/5223/2632/2588/10057/5836/8372/9060/6513/5236/132789/2817/6548/10007/230/11041/5211/92579/64080/337876/9653/50515/10678/4126/5213"
"R-HSA-5689880","Ub-specific processing proteases",163,-0.391341768005245,-1.27911374444151,0.0588235294117647,0.103099304237824,0.0479376810146809,2311,"tags=25%, list=18%, signal=21%","5694/7874/409/9986/5718/7375/5700/5710/219333/5689/5685/10454/9100/84196/91833/23358/6233/8295/5713/5695/79589/57646/27005/5717/4092/5684/5706/7419/7186/10600/5702/57695/8975/8607/9738/6502/51616/993/63967/890/991"
